_geo,business_name,job_roles,title,salary_from,salary_to,postal_code
"[41.1342184, -83.861606]",Turning Point U.S.A.,"['Government', 'Marketing', 'Media-Journalism', 'Nonprofit-Social Services', 'Research']",Social Media Administrator (YouTube Focused),,,
"[45.5234515, -122.6762071]",Turning Point U.S.A.,"['Entry Level', 'Marketing', 'Media-Journalism', 'Nonprofit-Social Services', 'Research']",Social Media Show Producer,,,
"[46.7323875, -117.0001651]",Turning Point U.S.A.,"['Education', 'Government', 'Marketing', 'Media-Journalism']",High School Field Coordinator - Detroit,,,
"[45.7809491, -122.5334307]",Turning Point U.S.A.,"['Education', 'Government', 'Marketing', 'Media-Journalism']",College Field Representative - Hawkeye,,,
"[33.5092103, -111.8990327]",Turning Point U.S.A.,"['Entry Level', 'Human Resources', 'Marketing', 'Nonprofit-Social Services']",College Field Representative - Commonwealth,,,
"[39.0997266, -94.5785667]",Turning Point U.S.A.,"['Entry Level', 'Human Resources', 'Marketing', 'Nonprofit-Social Services']",High School Field Representative - Capitol,,,
,Turning Point U.S.A.,"['Admin-Clerical', 'Business Development', 'Marketing']",High School Field Representative - Dixie,,,
"[35.0136831, -97.3611395]",Turning Point U.S.A.,"['Admin-Clerical', 'Marketing', 'Media-Journalism']",High School Field Representative - Lone Star,,,
"[30.267153, -97.7430608]",Turning Point U.S.A.,['Admin-Clerical'],College Program Administrator,,,
"[45.7916192, -97.7509366]",TWO MEN AND A TRUCK,"['Distribution-Shipping', 'General Labor']",Drivers/General Laborer,37440.0,37440.0,80907
"[41.9227056, -111.8135571]",Uncommon Good,"['Customer Service', 'General Labor', 'Grocery', 'Nonprofit-Social Services']",Urban Farm and Pantry Assistant,35360.0,45760.0,91711
"[38.9822282, -94.6707917]",Urban Tactical Security,"['Customer Service', 'Facilities', 'Hospitality-Hotel', 'Legal', 'Security']",Security Guard,,,85345
,Vanderberg Cleaning Service LLC,"['Customer Service', 'General Business', 'Management', 'Professional Services']",Janitorial Director,,,
"[39.7683765, -86.1580423]",Vanderberg Cleaning Service LLC,"['Entry Level', 'General Labor', 'Professional Services']",Cleaning Technician,,,56001
"[41.5767552, -75.2587871]",VaVia,"['Management', 'Marketing', 'Other', 'Sales', 'Transportation']",General Manager,,,35216
"[37.9747644, -87.5558482]",Veritas Academy,['Education'],Teachers-Lower and Upper School,,,17540
"[40.8259332, -74.2090344]",Wages Corp,['General Labor'],Vehicle Inspector in Railyard,35360.0,35360.0,85034
,Wagner Drywall/Beach Beverage Redemption,[],Assistant Manager for Redemption Center,37440.0,0.0,
"[40.3931033, -84.3760612]","Warehouse Cubed Consulting, LLC","['Construction', 'Consultant', 'Sales', 'Warehouse']",Project Manager and Inside Sales Representative,60000.0,60000.0,30046
"[40.1573169, -76.3069014]",Well Rooted Gardens,['General Labor'],Landscape Crew Member - Christian Company,37440.0,37440.0,68152-5112
"[34.0522342, -118.2436849]",Werkz LLC,[],Customer Service,36400.0,42640.0,83855
"[31.549333, -97.1466695]","West Wind Reinforcing, LLC","['Accounting', 'Admin-Clerical', 'Construction']",Payroll Assistant,41600.0,47840.0,97032
,"West Wind Reinforcing, LLC",['Construction'],Project Manager,95000.0,145000.0,97032
"[31.549333, -97.1466695]",Whatcom Landscapes,"['Construction', 'General Business', 'General Labor']",Irrigation Crew Lead,37440.0,54080.0,98264
"[31.549333, -97.1466695]",Wheeler & Gray,"['Design', 'Engineering', 'Professional Services']",Structural Engineer,100000.0,130000.0,91016
"[31.549333, -97.1466695]",Wheeler & Gray,"['Design', 'Engineering', 'Professional Services']",Civil Engineer,85000.0,145000.0,91016
"[31.549333, -97.1466695]",Whitaker Dog Day Camp LLC,"['Construction', 'Customer Service', 'Entry Level', 'Facilities', 'General Business', 'General Labor', 'Other', 'Retail', 'Security', 'Skilled Labor', 'Transportation', 'Veterinary Services', 'Warehouse']",Dog Daycare Assistant Manager / Driver,,,90039
"[31.549333, -97.1466695]","White, Zuckerman, Warsavsky, Luna & Hunt LLP",['Accounting'],Senior Accountant/Manager,85000.0,130000.0,92614
"[32.3512601, -95.3010624]",Wild Roots,['Education'],Educator Assistant,,,12590
"[32.3512601, -95.3010624]",With Love & Co,"['Customer Service', 'Manufacturing', 'Retail', 'Sales']",Retail Sales Associate,27040.0,41600.0,89135
"[32.3512601, -95.3010624]","Woodside Temporaries, Inc.","['Construction', 'General Labor', 'Government', 'Manufacturing', 'Skilled Labor']",Cabinet Maker,49920.0,62400.0,
"[33.4483771, -112.0740373]",Wooster's Pizzeria,"['Business Development', 'Management', 'Marketing', 'Restaurant-Food Service']",Restaurant Manager,35000.0,40000.0,83843
"[46.7323875, -117.0001651]",Work at Home United,"['Admin-Clerical', 'Business Development', 'Consultant', 'Customer Service', 'Education', 'Entry Level', 'Executive', 'General Business', 'Grocery', 'Health Care', 'Management', 'Manufacturing', 'Marketing', 'Media-Journalism', 'Other', 'Retail', 'Sales', 'Supply Chain', 'Telecommunications', 'Training']",Remote Marketing and Advertising Agents (USA and Canada),,,
"[46.7323875, -117.0001651]",Work At Home United - Forever American,"['Consultant', 'General Business', 'Marketing', 'Sales']",Work From Home,,,20874
"[39.7683765, -86.1580423]",Worthington A/C & Heating LLC,['Construction'],HVAC Service Technician,,,34446
"[30.267153, -97.7430608]","YCE, Inc.",['Engineering'],"Civil/AG Engineer, Land Surveyor. & AutoCAD Technician",,,93003
"[34.0522342, -118.2436849]",Zion Mountain Ranch,"['Accounting', 'Executive', 'Finance']",Hospitality Chief Financial Officer,,,
"[38.7509488, -77.4752667]",Zion Mountain Ranch,"['Hospitality-Hotel', 'Management', 'Restaurant-Food Service']",Sous Chef  ,,,
"[38.7509488, -77.4752667]",Zion Mountain Ranch,"['Admin-Clerical', 'Customer Service', 'Entry Level', 'Hospitality-Hotel']",Front Desk Assistant  ,12.0,16.0,
"[38.7509488, -77.4752667]",Zion Mountain Ranch,"['Customer Service', 'Entry Level', 'General Labor', 'Hospitality-Hotel', 'Retail']","Retail, Cafe, and Campground Staff",24960.0,37440.0,
"[38.7509488, -77.4752667]",Zoe Juice Bar,"['Customer Service', 'Entry Level']",Customer Service,,,98501
